,Customer Name,Date,Ratings,Review Title,Review,Sentiment_Score,index,Review_Time,Month,Year
594,Amazon Customer,Reviewed in India on 20 August 2019,5.0 out of 5 stars,"Test good,","  Nice product, good for health,",pos,595,2019-08-20,8,2019
595,Aaditi S.,Reviewed in India on 19 August 2019,4.0 out of 5 stars,👍,  It's good in all way,neu,596,2019-08-19,8,2019
596,Pooja Devlekar,Reviewed in India on 19 August 2019,5.0 out of 5 stars,Amazing product and worthy.. Loved it,"  Amazing product, this is my 4th order upto now. Thq yoga bar..",pos,597,2019-08-19,8,2019
597,Shiv Shankar Ash,Reviewed in India on 17 August 2019,2.0 out of 5 stars,avarge,  happy to use these product,pos,598,2019-08-17,8,2019
598,Amazon Customer,Reviewed in India on 16 August 2019,4.0 out of 5 stars,BEST,  Yummy breakfast...go for it👍,pos,599,2019-08-16,8,2019
599,SHUBHAM SANKHLA,Reviewed in India on 16 August 2019,5.0 out of 5 stars,Highly recommended Product!,"  Good Product! At Very Reasonable rate! With the healthy Food!Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries which gives awesome taste. All healthy ingredients like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds, this is a combined mixture of all healthy foods. Just 200 calories and I am sorted in morning. Tastes best with cold milk. Even it makes a great dry snacking option anytime during the day. Perfect when you are on balanced diet and will recommend you all to give it a try to loose weight!PLease go ahead without a second thought.",pos,600,2019-08-16,8,2019
600,Rohan,Reviewed in India on 16 August 2019,5.0 out of 5 stars,Best Muesli,  Love it,pos,601,2019-08-16,8,2019
601,vineeth r pinglae,Reviewed in India on 16 August 2019,5.0 out of 5 stars,Excellent!,  Best combination of ingredients lovely test and best for breakfast.,pos,602,2019-08-16,8,2019
602,garments,Reviewed in India on 16 August 2019,2.0 out of 5 stars,Can a diabetic patient or 5 year child consume this product,  Can a diabetic patient and a 5 year child consume this product,neu,603,2019-08-16,8,2019
603,Saurabh Behwal,Reviewed in India on 14 August 2019,4.0 out of 5 stars,Good,  Good,neu,604,2019-08-14,8,2019
604,Mittal,Reviewed in India on 14 August 2019,5.0 out of 5 stars,😀,  Nice product everyone can use,neu,605,2019-08-14,8,2019
605,Chaitanya Manchanda,Reviewed in India on 14 August 2019,4.0 out of 5 stars,Great food for breakfast.,  The product is very good.It is a wholesome food for breakfast.Satisfied with the quality of the product.,neu,606,2019-08-14,8,2019
606,Amnish Behal,Reviewed in India on 14 August 2019,4.0 out of 5 stars,Good product,  Good in taste... But very  few amount of dried fruits...,neu,607,2019-08-14,8,2019
607,Rose,Reviewed in India on 13 August 2019,5.0 out of 5 stars,Nice product,"  Great taste and flavor..,  but little less in quantity.",neu,608,2019-08-13,8,2019
608,Pooja Devlekar,Reviewed in India on 13 August 2019,1.0 out of 5 stars,review,  worst product ever i got till date..got stone inside pacakge and it calcicum carbonate lead type..dont bought this product even a single penny not worth.,neg,609,2019-08-13,8,2019
609,Shiv Shankar Ash,Reviewed in India on 12 August 2019,5.0 out of 5 stars,Excellent,"  A new product. Liked the flavour so much. It contains oats,brown rice flakes, dried cranberries, pumpkin seeds,chia seeds etc.",neu,610,2019-08-12,8,2019
610,Prateek Raut,Reviewed in India on 12 August 2019,5.0 out of 5 stars,Good product,  No sugar. Best part,neg,611,2019-08-12,8,2019
611,Amazon Customer,Reviewed in India on 12 August 2019,5.0 out of 5 stars,Nice,  Good,neu,612,2019-08-12,8,2019
612,Harsh,Reviewed in India on 12 August 2019,2.0 out of 5 stars,Disappointed,"  Ibam definitely unsatisfied with this muesli,  I have heard a lot about this brand but it turned out to be a big time dissapointment. Wouldn't recommend to anyone. Taste was weird as the quantity of oats was not even 20% of whole ingredients.",neg,613,2019-08-12,8,2019
613,Nawab,Reviewed in India on 12 August 2019,5.0 out of 5 stars,complete balanced diet,"  This muesli is great combination of , almonds, berries, flax seeds, pumpkin seeds. It is tasty and highly nutritious. Must buy.",pos,614,2019-08-12,8,2019
614,Tangled,Reviewed in India on 11 August 2019,4.0 out of 5 stars,Good one,  Ok,neu,615,2019-08-11,8,2019
615,Shu Y.,Reviewed in India on 11 August 2019,5.0 out of 5 stars,healthy,  good taste,neu,616,2019-08-11,8,2019
616,Jack ,Reviewed in India on 10 August 2019,5.0 out of 5 stars,Natural and healthy product,  Such an amazing healthy natural product. There are no preservatives or sugar in this and it’s so tasty. Good job yoga bar.,pos,617,2019-08-10,8,2019
617,Mahesh Gupta,Reviewed in India on 9 August 2019,5.0 out of 5 stars,Very nice kranci osm test,  Very nice,neu,618,2019-08-09,8,2019
618,Maulik,Reviewed in India on 9 August 2019,5.0 out of 5 stars,Very gud product,  Gud,neu,619,2019-08-09,8,2019
619,Gagan Deep,Reviewed in India on 9 August 2019,5.0 out of 5 stars,Go for it!,  It's value for money... The flavour is excellent... Highly recommended breakfast meal...,pos,620,2019-08-09,8,2019
620,Pooja Devlekar,Reviewed in India on 7 August 2019,5.0 out of 5 stars,awesome,  Great product,pos,621,2019-08-07,8,2019
621,Shiv Shankar Ash,Reviewed in India on 7 August 2019,5.0 out of 5 stars,Recommended product!,  Recommended product for those who care about their health.,pos,622,2019-08-07,8,2019
622,Kumar Wadhwani,Reviewed in India on 6 August 2019,5.0 out of 5 stars,A must try,  Awesome product. Quite happy with the taste. No regrets in buying it over other products.,pos,623,2019-08-06,8,2019
623,Karan S,Reviewed in India on 6 August 2019,5.0 out of 5 stars,Too healthy meal to have,"  I ordered for my mother in law she found it expensive before ordering but after she received the products she absolutely loved it ,it was full of fruits n nuts wch is actually what is required,worth buying",pos,624,2019-08-06,8,2019
624,SM,Reviewed in India on 5 August 2019,5.0 out of 5 stars,Product is good.,  Product is good.,neu,625,2019-08-05,8,2019
625,Amazon Customer,Reviewed in India on 5 August 2019,5.0 out of 5 stars,Loving it,"  Yummy. I tried 2 variety of yogabar muesli, and both of them are too good.",pos,626,2019-08-05,8,2019
626,Dhruti C.,Reviewed in India on 4 August 2019,5.0 out of 5 stars,Good quality & taste!,  Nice crunchy & yummy muesli!,pos,627,2019-08-04,8,2019
627,Debarati Gangopadhyay,Reviewed in India on 3 August 2019,4.0 out of 5 stars,Awsm,  Nothing,neu,628,2019-08-03,8,2019
628,Spartacus,Reviewed in India on 3 August 2019,5.0 out of 5 stars,Value for money,  Best breakfast cereal,pos,629,2019-08-03,8,2019
629,Kitabo Ghanghas ( Kiran Shopaholic ),Reviewed in India on 3 August 2019,5.0 out of 5 stars,Good,  Good,neu,630,2019-08-03,8,2019
630,suvidha,Reviewed in India on 2 August 2019,4.0 out of 5 stars,Love this granola,  This is probably the best value for gluten free granola cereal I have found in India. Very natural. No additives. Great flavor too.,pos,631,2019-08-02,8,2019
631,Sapna sahi,Reviewed in India on 1 August 2019,5.0 out of 5 stars,Highly Recommended !!,"  Firstly, the product was delivered before the mentioned timeline which was very impressive.This was my first purchase from Yogabar and i am fully satisfied.One can completely switch to it for breakfast meal since it tastes very good and it's healthy too, keeping you fit and active all day.Not to forget, the packaging of the product is also very good . Would highly recommend to try this affordable and healthy meal. I will definitely try other flavors / products of Yogabar.",pos,632,2019-08-01,8,2019
632,Pooja Devlekar,Reviewed in India on 1 August 2019,4.0 out of 5 stars,JUST MORE THAN AVERAGE,"  I feel some ingredients are less effective . I do exercises and I feel the product contains more of rice flakes than necessary . The product being muesli should contain more of other things like oats and others , but it contains lots of rice flakes . Product being slightly priced but that one would be more of value for money of it would contain more of other grains and seeds and nuts .",neu,633,2019-08-01,8,2019
633,Shiv Shankar Ash,Reviewed in India on 1 August 2019,5.0 out of 5 stars,Good,  Good,neu,634,2019-08-01,8,2019
634,rima,Reviewed in India on 31 July 2019,4.0 out of 5 stars,Good,  Good,neu,635,2019-07-31,7,2019
635,Sudeep Majumdar,Reviewed in India on 30 July 2019,4.0 out of 5 stars,Super,  Super-- one word,pos,636,2019-07-30,7,2019
636,Lavina ,Reviewed in India on 30 July 2019,5.0 out of 5 stars,Tastes great with natural ingredients,  Tastes great with cold milk and contains natural ingredients,pos,637,2019-07-30,7,2019
637,Aruna Kumar,Reviewed in India on 30 July 2019,3.0 out of 5 stars,Good  but a bit expensive than peers.,"  The overall taste and constituents were good but if compared to other brands, a bit on expensive side.",neu,638,2019-07-30,7,2019
638,kohsheen,Reviewed in India on 29 July 2019,3.0 out of 5 stars,Taste could have been better,  The taste could have been better.,neu,639,2019-07-29,7,2019
639,Tushar,Reviewed in India on 29 July 2019,4.0 out of 5 stars,Yummy yummy breakfast 😋,  It's very much yummy and crunchy. It's made my breakfast just awesome 😋 But at such a price the quantity is so low.,neu,640,2019-07-29,7,2019
640,pavan,Reviewed in India on 28 July 2019,4.0 out of 5 stars,Package leaked,  Package leaked inside.somebody has knowingly done this,neu,641,2019-07-28,7,2019
641,Ruchi,Reviewed in India on 28 July 2019,4.0 out of 5 stars,Nice,"  Nice product, every Indian has to purchase it for their parents. It is little costly.",neu,642,2019-07-28,7,2019
642,Raj Kamal Chandna,Reviewed in India on 27 July 2019,4.0 out of 5 stars,Good Healthy product,  Good Healthy product,pos,643,2019-07-27,7,2019
643,mb,Reviewed in India on 27 July 2019,4.0 out of 5 stars,Purposeful,  Good value for money,pos,644,2019-07-27,7,2019
644,Pooja Devlekar,Reviewed in India on 26 July 2019,4.0 out of 5 stars,Nice product,  Product very nice... tasty... yummy... just i think the quantity was little doubtfull... quality was best,pos,645,2019-07-26,7,2019
645,Shiv Shankar Ash,Reviewed in India on 26 July 2019,2.0 out of 5 stars,Not worth the taste,  Quantity is very less and taste not good.,neu,646,2019-07-26,7,2019
646,KB Jashi,Reviewed in India on 26 July 2019,4.0 out of 5 stars,A bit on the costlier side but is delicious,"  Throw in some milk (I like cold), fresh fruits, nuts and you have a wholesome breakfast",neu,647,2019-07-26,7,2019
647,Saikat Chowdhury,Reviewed in India on 26 July 2019,5.0 out of 5 stars,Yummy and full of nutritions.,  Can only recommend.,neu,648,2019-07-26,7,2019
648,Rashmi,Reviewed in India on 26 July 2019,5.0 out of 5 stars,Loving It - Yoga Bar Muesli,"  We really like this breakfast. Loving the delicious taste and the best part is that it contains all healthy ingredients like fruits, chia seed, flex seed, nuts, brown rice & Oats which is high in proteins & fibres. We are fully satisfied with Yogabar Muesli. Excited to try other flavours as well. Paisa Vasool Product.",pos,649,2019-07-26,7,2019
649,Raghav Mehta,Reviewed in India on 26 July 2019,5.0 out of 5 stars,Great taste,  This is sooo good. I am not a fan of packaged breakfast items. But this tastes so good. My toddler too liked it. I have no complaints.there are enough nuts and berries In it. I used it with little milk. Can use few drops of honey if required. But I didn't. It tasted great on its own.,neu,650,2019-07-26,7,2019
650,Asghar Ali Khan,Reviewed in India on 25 July 2019,5.0 out of 5 stars,Fitness snack...,"  The is the best and perfect breakfast cereal ever made. Thanks to Yoga Bar. Must have for all you won't regret, a treat for fitness freaks.Prateek Raut.",pos,651,2019-07-25,7,2019
651,Neha,Reviewed in India on 25 July 2019,5.0 out of 5 stars,Nice product,"  Tasty & yummy , one can go for it",pos,652,2019-07-25,7,2019
652,Tara Anand ,Reviewed in India on 25 July 2019,5.0 out of 5 stars,Great Taste and value for money !!,  Loved the taste ! It is very filling. It tastes good with Milk or you also try with yogurt and fruits.,pos,653,2019-07-25,7,2019
653,Geethu,Reviewed in India on 24 July 2019,5.0 out of 5 stars,Simply awesome .......,  I like it's quality ......,neu,654,2019-07-24,7,2019
654,sulekha,Reviewed in India on 23 July 2019,5.0 out of 5 stars,nice,  awesome,pos,655,2019-07-23,7,2019
655,Deep mantala,Reviewed in India on 21 July 2019,5.0 out of 5 stars,👏love it,  A very amazing product ....taste super good and healthy and totally worth the cash,pos,656,2019-07-21,7,2019
656,Pooja Devlekar,Reviewed in India on 20 July 2019,5.0 out of 5 stars,Very good product.,  Very good product its good for weight management and has good mix of ingredients.,pos,657,2019-07-20,7,2019
657,Shiv Shankar Ash,Reviewed in India on 20 July 2019,5.0 out of 5 stars,Great product to start a day,  Great product to start a day,pos,658,2019-07-20,7,2019
658,indresha h r,Reviewed in India on 20 July 2019,2.0 out of 5 stars,Kellogs is better,"  Only rice flakes,  non existent nuts ....its almost like eating granola bar....kellogs muesli is far superior in taste and quality. Only seeds are differentiators.",pos,659,2019-07-20,7,2019
659,ash,Reviewed in India on 20 July 2019,5.0 out of 5 stars,Good choice for your family,  Taste is great,pos,660,2019-07-20,7,2019
660,Poorwa,Reviewed in India on 19 July 2019,5.0 out of 5 stars,Nice flavour .worth buying . Everyone should buy this item.,  The Yogabar wholegrain was good in flavour.it was nice product .we liked it so much that we bought 4 packets of this product .it was to drink it with milk,pos,661,2019-07-19,7,2019
661,Fazil,Reviewed in India on 19 July 2019,5.0 out of 5 stars,Best for breakfast,"  Best for breakfast, good in taste it helps to make morning healthier,well packed, value for money Product",pos,662,2019-07-19,7,2019
662,Amazon Customer,Reviewed in India on 19 July 2019,5.0 out of 5 stars,Good,  Good flavour and value of the money,pos,663,2019-07-19,7,2019
