S.No.,Customer Name,Date,Ratings,Review Title,Review,Review_Time,Month,Year,index,Ratingsint,Word_Length,Character_Length,,Helpful Votes,test ,
563,Jyoti Singh,Reviewed in India on 5 September 2019,4.0 out of 5 stars,Good,"  Flavour.... GoodPresentation.... GoodV. for Money...  Price  bit on the high side, compared to other popular brands.",05-09-19,September,2019,564,4,16,118,,          Helpful,0.00E+00,
564,baljinder kaur,Reviewed in India on 2 September 2019,5.0 out of 5 stars,Good,  Can go for it....good one,02-09-19,September,2019,565,5,5,27,,"4 people found this helpful

          Helpful",4.00E+00,
565,deepak kumar singh,Reviewed in India on 2 September 2019,4.0 out of 5 stars,Good tasty product - little pricey,  Its nice and crunchy with no additives.  A little pricey,02-09-19,September,2019,566,4,10,58,,          Helpful,0.00E+00,
566,Krishnendu Mistry,Reviewed in India on 2 September 2019,3.0 out of 5 stars,04-Oct,  Tried it for the first time todayFeeling disappointedHave everything they said but still didn’t like it,02-09-19,September,2019,567,3,16,105,,          Helpful,0.00E+00,
567,Gopendra,Reviewed in India on 1 September 2019,3.0 out of 5 stars,Never judge a product from its description.,  Not up to expectations. Still a good product.,01-09-19,September,2019,568,3,8,47,,          Helpful,0.00E+00,
568,MOHAMMAD SAIFULLAH,Reviewed in India on 1 September 2019,5.0 out of 5 stars,Perfect breakfast,  Healthy and contains no added sugars. Perfect for weight watchers.,01-09-19,September,2019,569,5,10,68,,          Helpful,0.00E+00,
569,Pinki singh,Reviewed in India on 31 August 2019,5.0 out of 5 stars,Great product,"  Great product,,,, fully satisfied,,,,,And got it within 48hr ,,,,",31-08-19,August,2019,570,5,9,67,,          Helpful,0.00E+00,
570,Amazon Customer,Reviewed in India on 30 August 2019,5.0 out of 5 stars,Really good.,  Good for health.,30-08-19,August,2019,571,5,3,18,,          Helpful,0.00E+00,
571,Jayanthi,Reviewed in India on 29 August 2019,1.0 out of 5 stars,Chia  and flax seeds burnt... awful and no return,"  I am a huge fan of yoga bear whole grain until i have received a package from Amazon, the flax seeds and the chia seeds are burnt, the pumpkin seeds and the oats are roasted more than required, they have become brown, the entire taste of the muesli has changed, the sweetness of the berries has become less, the amount of raisins have gone down, the size of the flat brown rice has become small I seriously don't understand how can a reputed and highly sold muesli not have consistency maintained. Very disappointed, now scared to order online as there is no return.",29-08-19,August,2019,572,1,103,568,,          Helpful,0.00E+00,
572,Pooja Devlekar,Reviewed in India on 29 August 2019,5.0 out of 5 stars,Amazing,  This is very good for breakfast. Tastes really good.,29-08-19,August,2019,573,5,9,54,,          Helpful,0.00E+00,
573,Shiv Shankar Ash,Reviewed in India on 27 August 2019,3.0 out of 5 stars,Ok,  Ok,27-08-19,August,2019,574,3,1,4,,          Helpful,0.00E+00,
574,Amazon Customer,Reviewed in India on 27 August 2019,5.0 out of 5 stars,Love this Muesli,  It's full of seeds.. dry fruits. It's a healthy food.,27-08-19,August,2019,575,5,10,55,,          Helpful,0.00E+00,
575,MTR,Reviewed in India on 27 August 2019,5.0 out of 5 stars,Good,  Fresh and healthy,27-08-19,August,2019,576,5,3,19,,          Helpful,0.00E+00,
576,K.Nikitha,Reviewed in India on 26 August 2019,5.0 out of 5 stars,Thanks,  Good,26-08-19,August,2019,577,5,1,6,,          Helpful,0.00E+00,
577,neha123,Reviewed in India on 26 August 2019,4.0 out of 5 stars,Best option among available miseli in market,  Healthier as contain oats and brown rice and seeds.,26-08-19,August,2019,578,4,9,53,,          Helpful,0.00E+00,
578,BVR,Reviewed in India on 25 August 2019,1.0 out of 5 stars,not healthy but full of fake candies,  not healthy but full of fake candies,25-08-19,August,2019,579,1,7,38,,          Helpful,0.00E+00,
579,Suchi,Reviewed in India on 25 August 2019,5.0 out of 5 stars,Good breakfast replacement,  Very good breakfast replacement and easy to make.,25-08-19,August,2019,580,5,8,51,,          Helpful,0.00E+00,
580,Vijuraj,Reviewed in India on 25 August 2019,5.0 out of 5 stars,Healthy option,  This product has the right balance of seeds and dried fruits.,25-08-19,August,2019,581,5,11,63,,"6 people found this helpful

          Helpful",6.00E+00,
581,Priya,Reviewed in India on 24 August 2019,5.0 out of 5 stars,Tasty and healthy,  For morning breakfast its good..,24-08-19,August,2019,582,5,5,34,,          Helpful,0.00E+00,
582,SHREYA MEHROTRA,Reviewed in India on 24 August 2019,5.0 out of 5 stars,Good product.,  Very healthy and  Good product. Much better than other similar products in the market. I’m hopeful that no artificial agent is added  Yogabar please be responsible and make healthy products for generations to come.thank you.,24-08-19,August,2019,583,5,35,226,,          Helpful,0.00E+00,
583,Rahul Makhasana,Reviewed in India on 23 August 2019,1.0 out of 5 stars,Bad test,  Not  fresh in test,23-08-19,August,2019,584,1,4,20,,          Helpful,0.00E+00,
584,Pooja Devlekar,Reviewed in India on 23 August 2019,5.0 out of 5 stars,A wholesome and healthy gluten free breakfast option,"  It's a very good option for the calorie and health conscious and gluten sensitive individuals. It has rolled oat, rice flakes, dried fruit pieces, raisins, dried cranberries, chia seeds and flax seed. It's mildly sweet in taste ( just the right amount), crunchy and good to go with cold milk or curd. I also munch on it as an evening snack though! A wholesome breakfast option. Keeps you feeling full for a long time. My personal favourite!!",23-08-19,August,2019,585,5,77,443,,          Helpful,0.00E+00,
585,Shiv Shankar Ash,Reviewed in India on 23 August 2019,5.0 out of 5 stars,Quick and Healthy breakfast,  This is second flavour i am trying and i am really impressed by the taste and quality of museli...feels really tasty and healthy with all cereals and fruits...there is abundant dry fruit content...more than really i expected... really a good product for a quick and healthy breakfast or snack.,23-08-19,August,2019,586,5,49,295,,          Helpful,0.00E+00,
586,Jane,Reviewed in India on 23 August 2019,5.0 out of 5 stars,healthy food really,  Nice,23-08-19,August,2019,587,5,1,6,,          Helpful,0.00E+00,
587,Shilpa,Reviewed in India on 22 August 2019,5.0 out of 5 stars,Everyone in my family loves it,"  This is the best muesli you can get in India, I have tried various brands. This is the only one which my whole family liked.",22-08-19,August,2019,588,5,25,126,,"3 people found this helpful

          Helpful",3.00E+00,
588,MANOJ,Reviewed in India on 22 August 2019,4.0 out of 5 stars,good combination and taste,  good product,22-08-19,August,2019,589,4,2,14,,          Helpful,0.00E+00,
589,Nick ,Reviewed in India on 21 August 2019,4.0 out of 5 stars,Good taste,  it has great taste,21-08-19,August,2019,590,4,4,20,,          Helpful,0.00E+00,
590,VARUN AGGARWAL,Reviewed in India on 20 August 2019,5.0 out of 5 stars,Awesome!!,  Best buy on Amazon. .a great product to Kickstart my mornings . .anytime snack. .with all the necessary seeds and nuts a great combination.  .not a boring museli can have it with milk and a dash of Greek yogurt with some fresh chopped fruits . And your yummy brekkie is ready!,20-08-19,August,2019,591,5,51,278,,          Helpful,0.00E+00,
591,Ravi Chandra S,Reviewed in India on 20 August 2019,5.0 out of 5 stars,Daily b/f alternative,  Quiet good and tasty breakfast meal.I'm not Dr. To speak about the health consciousness. But it's a good alternative b/f.,20-08-19,August,2019,592,5,20,123,,          Helpful,0.00E+00,
592,yellow,Reviewed in India on 20 August 2019,4.0 out of 5 stars,Good,"  Received the product safely without damage. Product was fresh according to pkd date. I use it to slightly flavor my oatmeal in morning as it contains sugar in indirect forms like date oil, rice barn oil. So weight loss targeting people must limit this as it'll definitely spike insulin. Keep your sugar intake within 30g/day. Press the helpful button.",20-08-19,August,2019,593,4,59,353,,"2 people found this helpful

          Helpful",2.00E+00,
593,ronald,Reviewed in India on 20 August 2019,5.0 out of 5 stars,Best cereal with zero Processed Sugar,  This is something I really wanted well packed and not expired.,20-08-19,August,2019,594,5,11,64,,          Helpful,0.00E+00,
594,Amazon Customer,Reviewed in India on 20 August 2019,5.0 out of 5 stars,"Test good,","  Nice product, good for health,",20-08-19,August,2019,595,5,5,32,,          Helpful,0.00E+00,
595,Aaditi S.,Reviewed in India on 19 August 2019,4.0 out of 5 stars,👍,  It's good in all way,19-08-19,August,2019,596,4,5,22,,          Helpful,0.00E+00,
596,Pooja Devlekar,Reviewed in India on 19 August 2019,5.0 out of 5 stars,Amazing product and worthy.. Loved it,"  Amazing product, this is my 4th order upto now. Thq yoga bar..",19-08-19,August,2019,597,5,12,64,,          Helpful,0.00E+00,
597,Shiv Shankar Ash,Reviewed in India on 17 August 2019,2.0 out of 5 stars,avarge,  happy to use these product,17-08-19,August,2019,598,2,5,28,,          Helpful,0.00E+00,
598,Amazon Customer,Reviewed in India on 16 August 2019,4.0 out of 5 stars,BEST,  Yummy breakfast...go for it👍,16-08-19,August,2019,599,4,4,30,,          Helpful,0.00E+00,
599,SHUBHAM SANKHLA,Reviewed in India on 16 August 2019,5.0 out of 5 stars,Highly recommended Product!,"  Good Product! At Very Reasonable rate! With the healthy Food!Morning breakfast is now easy with this delicious crunchy muesli. Me being a fruits and nuts lover, loved it and it has all berries which gives awesome taste. All healthy ingredients like oats, brown rice flakes, raisins, cranberries, apricots. Black currants ,quinoa, pumpkin, chia and flax seeds, this is a combined mixture of all healthy foods. Just 200 calories and I am sorted in morning. Tastes best with cold milk. Even it makes a great dry snacking option anytime during the day. Perfect when you are on balanced diet and will recommend you all to give it a try to loose weight!PLease go ahead without a second thought.",16-08-19,August,2019,600,5,117,690,,          Helpful,0.00E+00,
600,Rohan,Reviewed in India on 16 August 2019,5.0 out of 5 stars,Best Muesli,  Love it,16-08-19,August,2019,601,5,2,9,,          Helpful,0.00E+00,
601,vineeth r pinglae,Reviewed in India on 16 August 2019,5.0 out of 5 stars,Excellent!,  Best combination of ingredients lovely test and best for breakfast.,16-08-19,August,2019,602,5,10,69,,          Helpful,0.00E+00,
602,garments,Reviewed in India on 16 August 2019,2.0 out of 5 stars,Can a diabetic patient or 5 year child consume this product,  Can a diabetic patient and a 5 year child consume this product,16-08-19,August,2019,603,2,12,64,,          Helpful,0.00E+00,
603,Saurabh Behwal,Reviewed in India on 14 August 2019,4.0 out of 5 stars,Good,  Good,14-08-19,August,2019,604,4,1,6,,          Helpful,0.00E+00,
604,Mittal,Reviewed in India on 14 August 2019,5.0 out of 5 stars,😀,  Nice product everyone can use,14-08-19,August,2019,605,5,5,31,,          Helpful,0.00E+00,
605,Chaitanya Manchanda,Reviewed in India on 14 August 2019,4.0 out of 5 stars,Great food for breakfast.,  The product is very good.It is a wholesome food for breakfast.Satisfied with the quality of the product.,14-08-19,August,2019,606,4,17,106,,          Helpful,0.00E+00,
606,Amnish Behal,Reviewed in India on 14 August 2019,4.0 out of 5 stars,Good product,  Good in taste... But very  few amount of dried fruits...,14-08-19,August,2019,607,4,10,58,,          Helpful,0.00E+00,
607,Rose,Reviewed in India on 13 August 2019,5.0 out of 5 stars,Nice product,"  Great taste and flavor..,  but little less in quantity.",13-08-19,August,2019,608,5,9,57,,          Helpful,0.00E+00,
608,Pooja Devlekar,Reviewed in India on 13 August 2019,1.0 out of 5 stars,review,  worst product ever i got till date..got stone inside pacakge and it calcicum carbonate lead type..dont bought this product even a single penny not worth.,13-08-19,August,2019,609,1,25,155,,"One person found this helpful

          Helpful",1.00E+00,
609,Shiv Shankar Ash,Reviewed in India on 12 August 2019,5.0 out of 5 stars,Excellent,"  A new product. Liked the flavour so much. It contains oats,brown rice flakes, dried cranberries, pumpkin seeds,chia seeds etc.",12-08-19,August,2019,610,5,19,128,,          Helpful,0.00E+00,
610,Prateek Raut,Reviewed in India on 12 August 2019,5.0 out of 5 stars,Good product,  No sugar. Best part,12-08-19,August,2019,611,5,4,21,,          Helpful,0.00E+00,
611,Amazon Customer,Reviewed in India on 12 August 2019,5.0 out of 5 stars,Nice,  Good,12-08-19,August,2019,612,5,1,6,,          Helpful,0.00E+00,
612,Harsh,Reviewed in India on 12 August 2019,2.0 out of 5 stars,Disappointed,"  Ibam definitely unsatisfied with this muesli,  I have heard a lot about this brand but it turned out to be a big time dissapointment. Wouldn't recommend to anyone. Taste was weird as the quantity of oats was not even 20% of whole ingredients.",12-08-19,August,2019,613,2,43,244,,          Helpful,0.00E+00,
613,Nawab,Reviewed in India on 12 August 2019,5.0 out of 5 stars,complete balanced diet,"  This muesli is great combination of , almonds, berries, flax seeds, pumpkin seeds. It is tasty and highly nutritious. Must buy.",12-08-19,August,2019,614,5,21,129,,          Helpful,0.00E+00,
614,Tangled,Reviewed in India on 11 August 2019,4.0 out of 5 stars,Good one,  Ok,11-08-19,August,2019,615,4,1,4,,          Helpful,0.00E+00,
615,Shu Y.,Reviewed in India on 11 August 2019,5.0 out of 5 stars,healthy,  good taste,11-08-19,August,2019,616,5,2,12,,          Helpful,0.00E+00,
616,Jack ,Reviewed in India on 10 August 2019,5.0 out of 5 stars,Natural and healthy product,  Such an amazing healthy natural product. There are no preservatives or sugar in this and it’s so tasty. Good job yoga bar.,10-08-19,August,2019,617,5,22,124,,          Helpful,0.00E+00,
617,Mahesh Gupta,Reviewed in India on 9 August 2019,5.0 out of 5 stars,Very nice kranci osm test,  Very nice,09-08-19,August,2019,618,5,2,11,,"3 people found this helpful

          Helpful",3.00E+00,
618,Maulik,Reviewed in India on 9 August 2019,5.0 out of 5 stars,Very gud product,  Gud,09-08-19,August,2019,619,5,1,5,,          Helpful,0.00E+00,
619,Gagan Deep,Reviewed in India on 9 August 2019,5.0 out of 5 stars,Go for it!,  It's value for money... The flavour is excellent... Highly recommended breakfast meal...,09-08-19,August,2019,620,5,12,90,,          Helpful,0.00E+00,
620,Pooja Devlekar,Reviewed in India on 7 August 2019,5.0 out of 5 stars,awesome,  Great product,07-08-19,August,2019,621,5,2,15,,          Helpful,0.00E+00,
